"element","image"
"62_76_7_1","0"
"62_76_7_2","123_15_6"
"66_76_7_0","0"
"66_76_7_1","0"
"66_76_7_2","131_11_6"
"67_76_7_0","0"
"67_76_7_1","0"
"67_76_7_2","133_10_6"
"4_76_8","7_73_7"
"6_76_8","11_71_7"
"7_76_8_0","13_70_7_0"
"7_76_8_1","13_70_7_1"
"8_76_8_0","0"
"8_76_8_1","0"
"8_76_8_2","15_69_7_2"
"8_76_8_3","15_69_7_1 + 15_69_7_2"
"8_76_8_4","15_69_7_0"
"12_76_8_0","23_65_7_0"
"12_76_8_1","23_65_7_1"
"14_76_8_0","0"
"14_76_8_1","0"
"14_76_8_2","27_63_7_1"
"14_76_8_3","27_63_7_0 + 27_63_7_1"
"15_76_8_0","0"
"15_76_8_1","0"
"15_76_8_2","0"
"15_76_8_3","0"
"15_76_8_4","29_62_7_1"
"16_76_8_0","0"
"16_76_8_1","0"
"16_76_8_2","0"
"16_76_8_3","0"
"16_76_8_4","0"
"16_76_8_5","31_61_7_0"
"16_76_8_6","31_61_7_1"
"16_76_8_7","31_61_7_0 + 31_61_7_1 + 31_61_7_2"
"18_76_8_0","0"
"18_76_8_1","0"
"18_76_8_2","0"
"18_76_8_3","0"
"18_76_8_4","35_59_7"
"20_76_8_0","0"
"20_76_8_1","0"
"20_76_8_2","0"
"20_76_8_3","39_57_7_1"
"24_76_8_0","0"
"24_76_8_1","0"
"24_76_8_2","0"
"24_76_8_3","47_53_7"
"26_76_8_0","0"
"26_76_8_1","0"
"26_76_8_2","0"
"26_76_8_3","0"
"26_76_8_4","51_51_7"
"30_76_8_0","0"
"30_76_8_1","0"
"30_76_8_2","0"
"30_76_8_3","59_47_7"
"32_76_8_0","0"
"32_76_8_1","0"
"32_76_8_2","0"
"32_76_8_3","63_45_7"
"36_76_8_0","0"
"36_76_8_1","0"
"36_76_8_2","71_41_7"
"38_76_8_0","0"
"38_76_8_1","0"
"38_76_8_2","75_39_7"
"40_76_8_0","0"
"40_76_8_1","0"
"40_76_8_2","0"
"40_76_8_3","79_37_7_1"
"40_76_8_4","79_37_7_0 + 79_37_7_1"
"44_76_8_0","0"
"44_76_8_1","0"
"44_76_8_2","87_33_7"
"46_76_8_0","0"
"46_76_8_1","0"
"46_76_8_2","91_31_7"
"48_76_8_0","0"
"48_76_8_1","0"
"48_76_8_2","95_29_7"
"60_76_8_0","0"
"60_76_8_1","0"
"60_76_8_2","119_17_7"
"62_76_8_0","0"
"62_76_8_1","0"
"62_76_8_2","123_15_7"
"66_76_8_0","0"
"66_76_8_1","0"
"66_76_8_2","131_11_7"
"3_76_9_0","5_74_8_0"
"3_76_9_1","5_74_8_0 + 5_74_8_2"
"4_76_9_0","0"
"4_76_9_1","0"
"4_76_9_2","7_73_8_0"
"4_76_9_3","7_73_8_1"
"4_76_9_4","7_73_8_0 + 7_73_8_2"
"6_76_9_0","0"
"6_76_9_1","0"
"6_76_9_2","11_71_8_1"
"6_76_9_3","11_71_8_1 + 11_71_8_2"
"7_76_9_0","0"
"7_76_9_1","0"
"7_76_9_2","13_70_8_0"
"8_76_9_0","0"
"8_76_9_1","0"
"8_76_9_2","0"
"8_76_9_3","15_69_8_1"
"8_76_9_4","15_69_8_2"
"8_76_9_5","15_69_8_2 + 15_69_8_3"
"8_76_9_6","15_69_8_0 + 15_69_8_1 + 15_69_8_2"
"10_76_9_0","0"
"10_76_9_1","0"
"10_76_9_2","0"
"10_76_9_3","19_67_8"
"12_76_9_0","0"
"12_76_9_1","0"
"12_76_9_2","23_65_8_1"
"12_76_9_3","23_65_8_0"
"13_76_9_0","0"
"13_76_9_1","0"
"13_76_9_2","25_64_8_0"
"13_76_9_3","25_64_8_0 + 25_64_8_1 + 25_64_8_2"
"14_76_9_0","0"
"14_76_9_1","0"
"14_76_9_2","0"
"14_76_9_3","0"
"14_76_9_4","27_63_8_0 + 27_63_8_1"
"14_76_9_5","27_63_8_1"
"15_76_9_0","0"
"15_76_9_1","0"
"15_76_9_2","0"
"15_76_9_3","0"
"15_76_9_4","29_62_8_0"
"16_76_9_0","0"
"16_76_9_1","0"
"16_76_9_2","0"
"16_76_9_3","0"
"16_76_9_4","0"
"16_76_9_5","31_61_8_0"
"16_76_9_6","31_61_8_1"
"18_76_9_0","0"
"18_76_9_1","0"
"18_76_9_2","0"
"18_76_9_3","35_59_8"
"20_76_9_0","0"
"20_76_9_1","0"
"20_76_9_2","0"
"20_76_9_3","39_57_8_0 + 39_57_8_1"
"20_76_9_4","39_57_8_0"
"31_76_9_0","0"
"31_76_9_1","0"
"31_76_9_2","0"
"31_76_9_3","61_46_8"
"35_76_9_0","0"
"35_76_9_1","0"
"35_76_9_2","0"
"35_76_9_3","69_42_8"
"40_76_9_0","0"
"40_76_9_1","0"
"40_76_9_2","0"
"40_76_9_3","79_37_8_0 + 79_37_8_1"
"40_76_9_4","79_37_8_0"
"42_76_9_0","0"
"42_76_9_1","0"
"42_76_9_2","0"
"42_76_9_3","83_35_8"
"46_76_9_0","0"
"46_76_9_1","0"
"46_76_9_2","91_31_8_0 + 91_31_8_1"
"46_76_9_3","91_31_8_0"
"48_76_9_0","0"
"48_76_9_1","0"
"48_76_9_2","0"
"48_76_9_3","95_29_8"
"54_76_9_0","0"
"54_76_9_1","0"
"54_76_9_2","107_23_8"
"60_76_9_0","0"
"60_76_9_1","0"
"60_76_9_2","119_17_8"
"62_76_9_0","0"
"62_76_9_1","0"
"62_76_9_2","123_15_8"
"2_76_10","3_75_9"
"3_76_10_0","5_74_9_0"
"3_76_10_1","5_74_9_1 + 5_74_9_2"
"4_76_10_0","0"
"4_76_10_1","0"
"4_76_10_2","7_73_9_0"
"4_76_10_3","7_73_9_1"
"4_76_10_4","7_73_9_0 + 7_73_9_2"
"5_76_10_0","0"
"5_76_10_1","9_72_9_0"
"6_76_10_0","0"
"6_76_10_1","11_71_9_1"
"6_76_10_2","11_71_9_0"
"7_76_10_0","0"
"7_76_10_1","0"
"7_76_10_2","13_70_9_0"
"8_76_10_0","0"
"8_76_10_1","0"
"8_76_10_2","0"
"8_76_10_3","15_69_9_1"
"8_76_10_4","15_69_9_0"
"8_76_10_5","15_69_9_1 + 15_69_9_2"
"10_76_10_0","0"
"10_76_10_1","0"
"10_76_10_2","19_67_9_1 + 19_67_9_2"
"12_76_10_0","0"
"12_76_10_1","0"
"12_76_10_2","23_65_9_0 + 23_65_9_1"
"12_76_10_3","23_65_9_2"
"12_76_10_4","23_65_9_0 + 23_65_9_1 + 23_65_9_2 + 23_65_9_3"
"14_76_10_0","0"
"14_76_10_1","0"
"14_76_10_2","27_63_9_0"
"14_76_10_3","27_63_9_1"
"16_76_10_0","0"
"16_76_10_1","0"
"16_76_10_2","0"
"16_76_10_3","31_61_9_1"
"16_76_10_4","31_61_9_0"
"18_76_10_0","0"
"18_76_10_1","0"
"18_76_10_2","0"
"18_76_10_3","35_59_9"
"20_76_10_0","0"
"20_76_10_1","0"
"20_76_10_2","0"
"20_76_10_3","39_57_9_0"
"20_76_10_4","39_57_9_0 + 39_57_9_1"
"24_76_10_0","0"
"24_76_10_1","0"
"24_76_10_2","0"
"24_76_10_3","47_53_9"
"32_76_10_0","0"
"32_76_10_1","63_45_9"
"39_76_10_0","0"
"39_76_10_1","77_38_9"
"40_76_10_0","0"
"40_76_10_1","0"
"40_76_10_2","79_37_9"
"42_76_10_0","0"
"42_76_10_1","83_35_9"
"45_76_10_0","0"
"45_76_10_1","89_32_9"
"46_76_10_0","0"
"46_76_10_1","0"
"46_76_10_2","91_31_9_0 + 91_31_9_1"
"46_76_10_3","91_31_9_0"
"48_76_10_0","0"
"48_76_10_1","0"
"48_76_10_2","95_29_9"
"52_76_10_0","0"
"52_76_10_1","103_25_9"
"54_76_10_0","0"
"54_76_10_1","107_23_9_1"
"58_76_10_0","0"
"58_76_10_1","115_19_9"
"60_76_10_0","0"
"60_76_10_1","0"
"60_76_10_2","119_17_9"
"2_76_11","3_75_10"
"3_76_11_0","0"
"3_76_11_1","5_74_10"
"4_76_11_0","0"
"4_76_11_1","0"
"4_76_11_2","7_73_10_0"
"4_76_11_3","7_73_10_0 + 7_73_10_1"
"4_76_11_4","7_73_10_2"
"6_76_11_0","0"
"6_76_11_1","0"
"6_76_11_2","11_71_10_0"
"6_76_11_3","11_71_10_0 + 11_71_10_1"
"7_76_11_0","0"
"7_76_11_1","0"
"7_76_11_2","13_70_10_0"
"8_76_11_0","0"
"8_76_11_1","0"
"8_76_11_2","0"
"8_76_11_3","15_69_10_1"
"8_76_11_4","15_69_10_0 + 15_69_10_1"
"10_76_11_0","0"
"10_76_11_1","19_67_10"
"11_76_11_0","0"
"11_76_11_1","21_66_10_2"
"12_76_11_0","0"
"12_76_11_1","0"
"12_76_11_2","23_65_10_1"
"13_76_11_0","0"
"13_76_11_1","25_64_10_0"
"14_76_11_0","0"
"14_76_11_1","0"
"14_76_11_2","27_63_10"
"15_76_11_0","0"
"15_76_11_1","0"
"15_76_11_2","29_62_10_0"
"16_76_11_0","0"
"16_76_11_1","0"
"16_76_11_2","0"
"16_76_11_3","31_61_10_1"
"16_76_11_4","31_61_10_0"
"18_76_11_0","0"
"18_76_11_1","0"
"18_76_11_2","35_59_10_1"
"20_76_11_0","0"
"20_76_11_1","0"
"20_76_11_2","39_57_10"
"23_76_11_0","0"
"23_76_11_1","45_54_10_0"
"30_76_11","59_47_10"
"36_76_11","71_41_10"
"40_76_11","79_37_10"
"43_76_11","85_34_10"
"46_76_11_0","0"
"46_76_11_1","91_31_10_1"
"46_76_11_2","91_31_10_0 + 91_31_10_1"
"52_76_11","103_25_10"
"54_76_11","107_23_10"
"58_76_11","115_19_10"
"59_76_11","117_18_10"
"2_76_12_0","3_75_11_0"
"2_76_12_1","3_75_11_0 + 3_75_11_1"
"3_76_12","5_74_11_1 + 5_74_11_2"
"4_76_12_0","0"
"4_76_12_1","7_73_11_1"
"4_76_12_2","7_73_11_0"
"6_76_12","11_71_11_0"
"8_76_12_0","0"
"8_76_12_1","15_69_11_2"
"8_76_12_2","15_69_11_0 + 15_69_11_1 + 15_69_11_2"
"8_76_12_3","15_69_11_0 + 15_69_11_2"
"10_76_12_0","0"
"10_76_12_1","0"
"10_76_12_2","19_67_11_0"
"10_76_12_3","19_67_11_0 + 19_67_11_2"
"12_76_12_0","23_65_11_0 + 23_65_11_2"
"12_76_12_1","23_65_11_2"
"12_76_12_2","23_65_11_1 + 23_65_11_2"
"14_76_12_0","27_63_11_2"
"14_76_12_1","27_63_11_1"
"14_76_12_2","27_63_11_0"
"16_76_12_0","0"
"16_76_12_1","31_61_11_2"
"16_76_12_2","31_61_11_1 + 31_61_11_2"
"16_76_12_3","31_61_11_0 + 31_61_11_1"
"18_76_12_0","0"
"18_76_12_1","0"
"18_76_12_2","35_59_11"
"20_76_12_0","0"
"20_76_12_1","0"
"20_76_12_2","39_57_11"
"24_76_12","47_53_11"
"28_76_12","55_49_11"
"34_76_12","67_43_11"
"36_76_12_0","0"
"36_76_12_1","71_41_11"
"40_76_12","79_37_11"
"46_76_12_0","0"
"46_76_12_1","91_31_11"
"52_76_12","103_25_11"
"54_76_12","107_23_11"
"58_76_12","115_19_11"
"2_76_13","3_75_12"
"4_76_13_0","7_73_12_0 + 7_73_12_2"
"4_76_13_1","7_73_12_0 + 7_73_12_1"
"4_76_13_2","7_73_12_0"
"4_76_13_3","7_73_12_3"
"5_76_13_0","0"
"5_76_13_1","0"
"5_76_13_2","9_72_12_0"
"6_76_13_0","0"
"6_76_13_1","0"
"6_76_13_2","11_71_12_0"
"7_76_13_0","0"
"7_76_13_1","13_70_12"
"8_76_13_0","0"
"8_76_13_1","0"
"8_76_13_2","15_69_12_0"
"8_76_13_3","15_69_12_1"
"10_76_13_0","0"
"10_76_13_1","19_67_12"
"11_76_13_0","21_66_12_1"
"11_76_13_1","21_66_12_0"
"12_76_13_0","0"
"12_76_13_1","0"
"12_76_13_2","23_65_12_0"
"12_76_13_3","23_65_12_1"
"14_76_13_0","0"
"14_76_13_1","0"
"14_76_13_2","27_63_12"
"16_76_13_0","0"
"16_76_13_1","0"
"16_76_13_2","31_61_12_0 + 31_61_12_1"
"16_76_13_3","31_61_12_1"
"18_76_13_0","0"
"18_76_13_1","35_59_12_1"
"18_76_13_2","35_59_12_0"
"20_76_13_0","0"
"20_76_13_1","39_57_12_1"
"20_76_13_2","39_57_12_0 + 39_57_12_1"
"24_76_13","47_53_12"
"26_76_13","51_51_12"
"32_76_13","63_45_12"
"34_76_13_0","0"
"34_76_13_1","67_43_12"
"38_76_13","75_39_12"
"40_76_13_0","0"
"40_76_13_1","79_37_12"
"46_76_13","91_31_12"
"52_76_13","103_25_12"
"54_76_13","107_23_12"
"3_76_14_0","5_74_13_0"
"3_76_14_1","5_74_13_2"
"4_76_14_0","0"
"4_76_14_1","0"
"4_76_14_2","7_73_13_0 + 7_73_13_1"
"4_76_14_3","7_73_13_0"
"4_76_14_4","7_73_13_2"
"6_76_14_0","11_71_13_2"
"6_76_14_1","11_71_13_0"
"6_76_14_2","11_71_13_1"
"6_76_14_3","11_71_13_0 + 11_71_13_3"
"8_76_14_0","0"
"8_76_14_1","0"
"8_76_14_2","0"
"8_76_14_3","15_69_13_1"
"8_76_14_4","15_69_13_1 + 15_69_13_2"
"8_76_14_5","15_69_13_0 + 15_69_13_1 + 15_69_13_2"
"9_76_14_0","0"
"9_76_14_1","0"
"9_76_14_2","0"
"9_76_14_3","0"
"9_76_14_4","17_68_13_0"
"12_76_14_0","0"
"12_76_14_1","0"
"12_76_14_2","0"
"12_76_14_3","0"
"12_76_14_4","23_65_13_0"
"14_76_14_0","0"
"14_76_14_1","0"
"14_76_14_2","0"
"14_76_14_3","0"
"14_76_14_4","27_63_13"
"16_76_14_0","0"
"16_76_14_1","0"
"16_76_14_2","0"
"16_76_14_3","0"
"16_76_14_4","31_61_13_0"
"16_76_14_5","31_61_13_0 + 31_61_13_1"
"18_76_14_0","0"
"18_76_14_1","0"
"18_76_14_2","0"
"18_76_14_3","35_59_13_1"
"18_76_14_4","35_59_13_0 + 35_59_13_1"
"24_76_14_0","0"
"24_76_14_1","0"
"24_76_14_2","47_53_13_1"
"24_76_14_3","47_53_13_0 + 47_53_13_1"
"30_76_14_0","0"
"30_76_14_1","0"
"30_76_14_2","59_47_13_1"
"34_76_14_0","0"
"34_76_14_1","0"
"34_76_14_2","67_43_13"
"37_76_14_0","0"
"37_76_14_1","0"
"37_76_14_2","73_40_13"
"38_76_14_0","0"
"38_76_14_1","0"
"38_76_14_2","0"
"38_76_14_3","75_39_13"
"40_76_14_0","0"
"40_76_14_1","0"
"40_76_14_2","0"
"40_76_14_3","79_37_13"
"44_76_14_0","0"
"44_76_14_1","0"
"44_76_14_2","87_33_13"
"46_76_14_0","0"
"46_76_14_1","0"
"46_76_14_2","91_31_13_1"
"50_76_14_0","0"
"50_76_14_1","0"
"50_76_14_2","99_27_13"
"52_76_14_0","0"
"52_76_14_1","0"
"52_76_14_2","0"
"52_76_14_3","103_25_13"
"2_76_15_0","3_75_14_0"
"2_76_15_1","3_75_14_1"
"3_76_15","5_74_14_0 + 5_74_14_2 + 5_74_14_3"
"4_76_15_0","0"
"4_76_15_1","7_73_14_0"
"4_76_15_2","7_73_14_0 + 7_73_14_1"
"4_76_15_3","7_73_14_0 + 7_73_14_3"
"4_76_15_4","7_73_14_2 + 7_73_14_3"
"6_76_15_0","0"
"6_76_15_1","0"
"6_76_15_2","11_71_14_0 + 11_71_14_2"
"6_76_15_3","11_71_14_0 + 11_71_14_1 + 11_71_14_3"
"6_76_15_4","11_71_14_0 + 11_71_14_1"
"6_76_15_5","11_71_14_2"
"7_76_15_0","0"
"7_76_15_1","0"
"7_76_15_2","13_70_14_0"
"8_76_15_0","0"
"8_76_15_1","0"
"8_76_15_2","0"
"8_76_15_3","15_69_14_0 + 15_69_14_1"
"8_76_15_4","15_69_14_0"
"10_76_15_0","0"
"10_76_15_1","0"
"10_76_15_2","19_67_14_2"
"10_76_15_3","19_67_14_0 + 19_67_14_2"
"12_76_15_0","0"
"12_76_15_1","0"
"12_76_15_2","0"
"12_76_15_3","23_65_14_0"
"12_76_15_4","23_65_14_0 + 23_65_14_1"
"16_76_15_0","0"
"16_76_15_1","0"
"16_76_15_2","31_61_14_1"
"16_76_15_3","31_61_14_0"
"22_76_15_0","0"
"22_76_15_1","43_55_14"
"24_76_15_0","0"
"24_76_15_1","0"
"24_76_15_2","47_53_14"
"28_76_15_0","0"
"28_76_15_1","55_49_14"
"30_76_15_0","0"
"30_76_15_1","0"
"30_76_15_2","59_47_14"
"35_76_15_0","0"
"35_76_15_1","69_42_14"
"38_76_15_0","0"
"38_76_15_1","0"
"38_76_15_2","75_39_14"
"44_76_15_0","0"
"44_76_15_1","87_33_14"
"46_76_15_0","0"
"46_76_15_1","91_31_14"
"50_76_15_0","0"
"50_76_15_1","99_27_14"
"51_76_15_0","0"
"51_76_15_1","101_26_14"
"2_76_16_0","3_75_15_0 + 3_75_15_1"
"2_76_16_1","3_75_15_1"
"3_76_16","5_74_15"
"4_76_16_0","0"
"4_76_16_1","7_73_15_0 + 7_73_15_1"
"4_76_16_2","7_73_15_0"
"6_76_16_0","0"
"6_76_16_1","11_71_15_0 + 11_71_15_1"
"6_76_16_2","11_71_15_1"
"6_76_16_3","11_71_15_0 + 11_71_15_1 + 11_71_15_2"
"8_76_16_0","0"
"8_76_16_1","15_69_15_1"
"8_76_16_2","15_69_15_0"
"10_76_16_0","0"
"10_76_16_1","0"
"10_76_16_2","19_67_15"
"12_76_16_0","0"
"12_76_16_1","23_65_15_1"
"12_76_16_2","23_65_15_0"
"14_76_16","27_63_15"
"15_76_16_0","0"
"15_76_16_1","29_62_15_0"
"16_76_16_0","0"
"16_76_16_1","0"
"16_76_16_2","31_61_15"
"20_76_16_0","0"
"20_76_16_1","39_57_15"
"24_76_16_0","0"
"24_76_16_1","47_53_15"
"26_76_16_0","0"
"26_76_16_1","51_51_15"
"28_76_16_0","0"
"28_76_16_1","0"
"28_76_16_2","55_49_15"
"30_76_16_0","0"
"30_76_16_1","59_47_15"
"32_76_16_0","0"
"32_76_16_1","63_45_15"
"44_76_16_0","0"
"44_76_16_1","87_33_15"
"46_76_16_0","0"
"46_76_16_1","91_31_15"
"50_76_16_0","0"
"50_76_16_1","99_27_15"
"3_76_17","5_74_16"
"4_76_17_0","0"
"4_76_17_1","7_73_16"
"6_76_17_0","0"
"6_76_17_1","11_71_16_1"
"6_76_17_2","11_71_16_0"
"7_76_17_0","0"
"7_76_17_1","0"
"7_76_17_2","13_70_16"
"8_76_17_0","0"
"8_76_17_1","0"
"8_76_17_2","0"
"8_76_17_3","15_69_16"
"10_76_17_0","0"
"10_76_17_1","0"
"10_76_17_2","19_67_16_1"
"10_76_17_3","19_67_16_0 + 19_67_16_1"
"12_76_17_0","0"
"12_76_17_1","0"
"12_76_17_2","23_65_16_1"
"12_76_17_3","23_65_16_0 + 23_65_16_1"
"14_76_17_0","0"
"14_76_17_1","0"
"14_76_17_2","0"
"14_76_17_3","27_63_16"
"16_76_17_0","0"
"16_76_17_1","0"
"16_76_17_2","0"
"16_76_17_3","31_61_16"
"18_76_17_0","0"
"18_76_17_1","0"
"18_76_17_2","0"
"18_76_17_3","35_59_16"
"24_76_17_0","0"
"24_76_17_1","0"
"24_76_17_2","0"
"24_76_17_3","47_53_16_0 + 47_53_16_1"
"24_76_17_4","47_53_16_0"
"26_76_17_0","0"
"26_76_17_1","0"
"26_76_17_2","0"
"26_76_17_3","0"
"26_76_17_4","51_51_16"
"30_76_17_0","0"
"30_76_17_1","0"
"30_76_17_2","0"
"30_76_17_3","59_47_16_1"
"30_76_17_4","59_47_16_0 + 59_47_16_1"
"32_76_17_0","0"
"32_76_17_1","0"
"32_76_17_2","0"
"32_76_17_3","0"
"32_76_17_4","63_45_16"
"38_76_17_0","0"
"38_76_17_1","0"
"38_76_17_2","0"
"38_76_17_3","75_39_16"
"44_76_17_0","0"
"44_76_17_1","0"
"44_76_17_2","0"
"44_76_17_3","87_33_16"
"46_76_17_0","0"
"46_76_17_1","0"
"46_76_17_2","0"
"46_76_17_3","91_31_16"
"2_76_18_0","3_75_17_1"
"2_76_18_1","3_75_17_0"
"4_76_18_0","7_73_17_1"
"4_76_18_1","7_73_17_0"
"4_76_18_2","7_73_17_0 + 7_73_17_2"
"6_76_18_0","0"
"6_76_18_1","0"
"6_76_18_2","11_71_17"
"8_76_18_0","0"
"8_76_18_1","15_69_17_1"
"8_76_18_2","15_69_17_0 + 15_69_17_1"
"10_76_18_0","0"
"10_76_18_1","19_67_17"
"12_76_18_0","0"
"12_76_18_1","0"
"12_76_18_2","23_65_17"
"13_76_18_0","0"
"13_76_18_1","25_64_17_0"
"16_76_18_0","0"
"16_76_18_1","0"
"16_76_18_2","31_61_17"
"23_76_18_0","0"
"23_76_18_1","0"
"23_76_18_2","45_54_17"
"24_76_18_0","0"
"24_76_18_1","0"
"24_76_18_2","0"
"24_76_18_3","47_53_17"
"26_76_18_0","0"
"26_76_18_1","0"
"26_76_18_2","51_51_17"
"29_76_18_0","0"
"29_76_18_1","0"
"29_76_18_2","57_48_17"
"30_76_18_0","0"
"30_76_18_1","0"
"30_76_18_2","0"
"30_76_18_3","59_47_17_0"
"30_76_18_4","59_47_17_0 + 59_47_17_1"
"32_76_18_0","0"
"32_76_18_1","0"
"32_76_18_2","0"
"32_76_18_3","63_45_17"
"36_76_18_0","0"
"36_76_18_1","0"
"36_76_18_2","71_41_17"
"38_76_18_0","0"
"38_76_18_1","0"
"38_76_18_2","75_39_17_1"
"42_76_18_0","0"
"42_76_18_1","0"
"42_76_18_2","83_35_17"
"44_76_18_0","0"
"44_76_18_1","0"
"44_76_18_2","0"
"44_76_18_3","87_33_17"
"2_76_19","3_75_18"
"3_76_19_0","0"
"3_76_19_1","5_74_18"
"4_76_19_0","0"
"4_76_19_1","0"
"4_76_19_2","7_73_18"
"8_76_19_0","0"
"8_76_19_1","15_69_18"
"9_76_19_0","0"
"9_76_19_1","0"
"9_76_19_2","17_68_18"
"12_76_19_0","0"
"12_76_19_1","0"
"12_76_19_2","23_65_18"
"14_76_19_0","0"
"14_76_19_1","0"
"14_76_19_2","27_63_18"
"20_76_19_0","0"
"20_76_19_1","0"
"20_76_19_2","39_57_18"
"24_76_19_0","0"
"24_76_19_1","0"
"24_76_19_2","47_53_18"
"27_76_19_0","0"
"27_76_19_1","0"
"27_76_19_2","53_50_18"
"30_76_19_0","0"
"30_76_19_1","0"
"30_76_19_2","0"
"30_76_19_3","59_47_18_1"
"30_76_19_4","59_47_18_0"
"36_76_19_0","0"
"36_76_19_1","0"
"36_76_19_2","71_41_18"
"38_76_19_0","0"
"38_76_19_1","0"
"38_76_19_2","75_39_18"
"42_76_19_0","0"
"42_76_19_1","0"
"42_76_19_2","83_35_18"
"43_76_19_0","0"
"43_76_19_1","0"
"43_76_19_2","85_34_18"
"3_76_20","5_74_19"
"4_76_20_0","0"
"4_76_20_1","7_73_19"
"6_76_20_0","0"
"6_76_20_1","11_71_19"
"7_76_20_0","0"
"7_76_20_1","0"
"7_76_20_2","13_70_19"
"12_76_20_0","0"
"12_76_20_1","0"
"12_76_20_2","23_65_19_1"
"12_76_20_3","23_65_19_0 + 23_65_19_1"
"18_76_20_0","0"
"18_76_20_1","0"
"18_76_20_2","35_59_19"
"20_76_20_0","0"
"20_76_20_1","0"
"20_76_20_2","0"
"20_76_20_3","39_57_19"
"24_76_20_0","0"
"24_76_20_1","0"
"24_76_20_2","47_53_19"
"30_76_20_0","0"
"30_76_20_1","0"
"30_76_20_2","0"
"30_76_20_3","59_47_19"
"36_76_20_0","0"
"36_76_20_1","0"
"36_76_20_2","71_41_19"
"38_76_20_0","0"
"38_76_20_1","0"
"38_76_20_2","75_39_19"
"42_76_20_0","0"
"42_76_20_1","0"
"42_76_20_2","83_35_19"
"2_76_21_0","3_75_20_1"
"2_76_21_1","3_75_20_0"
"4_76_21_0","7_73_20_1"
"4_76_21_1","7_73_20_0"
"6_76_21_0","0"
"6_76_21_1","11_71_20_1"
"6_76_21_2","11_71_20_0"
"8_76_21_0","0"
"8_76_21_1","15_69_20"
"10_76_21_0","0"
"10_76_21_1","19_67_20_1"
"10_76_21_2","19_67_20_0 + 19_67_20_1"
"16_76_21_0","0"
"16_76_21_1","31_61_20"
"18_76_21_0","0"
"18_76_21_1","0"
"18_76_21_2","35_59_20"
"22_76_21_0","0"
"22_76_21_1","43_55_20"
"24_76_21_0","0"
"24_76_21_1","0"
"24_76_21_2","47_53_20"
"30_76_21_0","0"
"30_76_21_1","59_47_20"
"36_76_21_0","0"
"36_76_21_1","71_41_20"
"38_76_21_0","0"
"38_76_21_1","75_39_20"
"2_76_22","3_75_21"
"5_76_22","9_72_21_0"
"8_76_22_0","0"
"8_76_22_1","15_69_21_1"
"8_76_22_2","15_69_21_0"
"10_76_22_0","0"
"10_76_22_1","0"
"10_76_22_2","19_67_21"
"14_76_22_0","0"
"14_76_22_1","27_63_21_1"
"15_76_22_0","0"
"15_76_22_1","29_62_21"
"18_76_22_0","0"
"18_76_22_1","35_59_21"
"21_76_22_0","0"
"21_76_22_1","41_56_21"
"22_76_22_0","0"
"22_76_22_1","0"
"22_76_22_2","43_55_21"
"24_76_22_0","0"
"24_76_22_1","0"
"24_76_22_2","47_53_21"
"28_76_22_0","0"
"28_76_22_1","55_49_21"
"30_76_22_0","0"
"30_76_22_1","59_47_21_1"
"34_76_22_0","0"
"34_76_22_1","67_43_21"
"36_76_22_0","0"
"36_76_22_1","0"
"36_76_22_2","71_41_21"
"3_76_23","5_74_22"
"6_76_23_0","0"
"6_76_23_1","11_71_22"
"8_76_23_0","0"
"8_76_23_1","0"
"8_76_23_2","15_69_22"
"10_76_23_0","0"
"10_76_23_1","19_67_22"
"12_76_23_0","0"
"12_76_23_1","23_65_22"
"14_76_23_0","0"
"14_76_23_1","0"
"14_76_23_2","27_63_22"
"19_76_23_0","0"
"19_76_23_1","37_58_22"
"22_76_23_0","0"
"22_76_23_1","0"
"22_76_23_2","43_55_22"
"28_76_23_0","0"
"28_76_23_1","55_49_22"
"30_76_23_0","0"
"30_76_23_1","59_47_22"
"34_76_23_0","0"
"34_76_23_1","67_43_22"
"35_76_23_0","0"
"35_76_23_1","69_42_22"
"2_76_24","3_75_23"
"4_76_24_0","7_73_23_1"
"4_76_24_1","7_73_23_0 + 7_73_23_1"
"6_76_24_0","0"
"6_76_24_1","11_71_23"
"8_76_24","15_69_23"
"10_76_24","19_67_23"
"12_76_24_0","0"
"12_76_24_1","23_65_23"
"14_76_24","27_63_23"
"16_76_24","31_61_23"
"28_76_24","55_49_23"
"30_76_24","59_47_23"
"34_76_24","67_43_23"
"78_77_2","155_0_1"
"48_77_3","95_30_2"
"64_77_3_0","0"
"64_77_3_1","127_14_2"
"72_77_3_0","0"
"72_77_3_1","143_6_2"
"76_77_3_0","0"
"76_77_3_1","151_2_2"
"78_77_3_0","0"
"78_77_3_1","155_0_2"
"16_77_4","31_62_3"
"24_77_4","47_54_3"
"26_77_4","51_52_3"
"40_77_4","79_38_3"
"44_77_4","87_34_3"
"47_77_4","93_31_3_0"
"48_77_4_0","0"
"48_77_4_1","95_30_3"
"57_77_4_0","0"
"57_77_4_1","113_21_3"
"60_77_4_0","0"
"60_77_4_1","0"
"60_77_4_2","119_18_3"
"64_77_4_0","0"
"64_77_4_1","0"
"64_77_4_2","127_14_3"
"69_77_4_0","0"
"69_77_4_1","0"
"69_77_4_2","137_9_3"
"75_77_4_0","0"
"75_77_4_1","149_3_3"
"78_77_4_0","0"
"78_77_4_1","155_0_3"
"14_77_5","27_64_4"
"16_77_5_0","0"
